0.0	5942.42	0.0	
1.0	6101.03	0.0	
2.0	6298.03	0.0	
3.0	6366.9	0.0	
4.0	6462.99	0.0	
5.0	6487.42	4.33151251369e-314	
6.0	6334.41	4.2992733769e-308	
7.0	6448.19	3.74164665219e-302	
8.0	6629.25	2.85523891954e-296	
9.0	6584.8	1.91044311271e-290	
10.0	6716.43	1.12082481613e-284	
11.0	6852.49	5.76571721753e-279	
12.0	6746.39	2.60064403049e-273	
13.0	6947.4	1.02853827174e-267	
14.0	6866.79	3.5667442848e-262	
15.0	6944.14	1.08451475275e-256	
16.0	6993.74	2.89141830886e-251	
17.0	7063.72	6.75924769684e-246	
18.0	6910.63	1.38547205093e-240	
19.0	7164.86	2.49005619996e-235	
20.0	7156.56	3.92403164911e-230	
21.0	7121.91	5.42210378677e-225	
22.0	7261.99	6.56923992421e-220	
23.0	7356.88	6.97869781556e-215	
24.0	7282.89	6.50048312994e-210	
25.0	7319.63	5.30919712061e-205	
26.0	7357.39	3.80210439581e-200	
27.0	7377.95	2.38743302349e-195	
28.0	7407.16	1.31446894104e-190	
29.0	7689.69	6.34572771487e-186	
30.0	7571.6	2.68611443161e-181	
31.0	7489.48	9.96964190885e-177	
32.0	7717.75	3.24449105641e-172	
33.0	7846.18	9.25817904936e-168	
34.0	7949.6	2.3164159268e-163	
35.0	8128.6	5.08182237972e-159	
36.0	8084.25	9.77539675324e-155	
37.0	8030.96	1.64877455756e-150	
38.0	8068.74	2.43837296032e-146	
39.0	8011.74	3.16192061925e-142	
40.0	7876.75	3.59512308776e-138	
41.0	8076.07	3.58416948479e-134	
42.0	7948.55	3.13310741417e-130	
43.0	8001.85	2.40145251244e-126	
44.0	8136.35	1.61392999974e-122	
45.0	8169.73	9.51058777314e-119	
46.0	8039.06	4.91407741744e-115	
47.0	8197.12	2.22632520309e-111	
48.0	8190.73	8.8439684338e-108	
49.0	8297.85	3.08047534572e-104	
50.0	8205.97	9.4080640034e-101	
51.0	8348.39	2.51938628991e-97	
52.0	8370.1	5.91563313027e-94	
53.0	8296.52	1.21792256197e-90	
54.0	8361.96	2.19861958152e-87	
55.0	8363.12	3.48010606056e-84	
56.0	8394.2	4.82999677175e-81	
57.0	8364.84	5.87777792671e-78	
58.0	8410.63	6.27178957902e-75	
59.0	8438.67	5.86788720685e-72	
60.0	8526.32	4.8137552765e-69	
61.0	8546.24	3.46256735827e-66	
62.0	8570.69	2.18385815069e-63	
63.0	8602.91	1.20770980948e-60	
64.0	8622.64	5.85615730651e-58	
65.0	8672.16	2.48985953333e-55	
66.0	8747.42	9.28215747369e-53	
67.0	8663.42	3.03413562526e-50	
68.0	8731.93	8.69627019203e-48	
69.0	8758.39	2.18546210979e-45	
70.0	8741.05	4.81588399012e-43	
71.0	8615.32	9.31284605588e-41	
72.0	8699.12	1.61599762908e-38	
73.0	8771.45	3.71583017345e-36	
74.0	8849.33	3.72082042638e-33	
75.0	8984.64	6.12724901931e-30	
76.0	8899.63	7.80095094399e-27	
77.0	8786.31	7.16154541414e-24	
78.0	8876.42	4.71950520987e-21	
79.0	8927.76	2.23188598807e-18	
80.0	8688.8	7.57391488107e-16	
81.0	8980.92	1.84433718264e-13	
82.0	8910.69	3.22278647331e-11	
83.0	8847.41	4.04104813183e-09	
84.0	9032.44	3.63603278235e-07	
85.0	9066.24	2.34764719622e-05	
86.0	9171.01	0.00108770004872	
87.0	9398.77	0.0361623577719	
88.0	9427.41	0.862731397227	
89.0	9765.14	14.7694982901	
90.0	10326.7	181.437543211	
91.0	11311.0	1599.41013887	
92.0	16586.7	10117.2808823	
93.0	56478.6	45923.9298099	
94.0	166203.0	149584.14274	
95.0	356057.0	349625.698434	
96.0	575852.0	586397.928989	
97.0	678857.0	705753.236331	
98.0	646944.0	609516.218817	
99.0	389821.0	377741.307579	
100.0	131019.0	168008.412144	
101.0	29146.3	53706.0622804	
102.0	12627.7	12606.2566094	
103.0	10971.3	2970.49533683	
104.0	10617.2	2644.60872518	
105.0	10773.5	5347.05066856	
106.0	11197.1	10339.0604867	
107.0	14076.6	17591.2224569	
108.0	21035.5	26246.5159705	
109.0	32476.4	34336.8566827	
110.0	42526.7	39387.7713767	
111.0	44167.0	39616.3312154	
112.0	38283.2	34938.0829808	
113.0	21977.3	27016.9215951	
114.0	12121.1	18318.2771444	
115.0	9412.55	10890.4383463	
