Pixel	Original Data	fitted Data	
224.0	7872.82	6.14453532455	
225.0	9393.3	92.4723501169	
226.0	12113.2	1001.68024106	
227.0	16660.1	7809.81383034	
228.0	34885.0	43827.491871	
229.0	151707.0	177030.019284	
230.0	504632.0	514685.078686	
231.0	1122880.0	1077036.94537	
232.0	1631170.0	1622235.81998	
233.0	1658590.0	1758699.88231	
234.0	1468700.0	1372346.70733	
235.0	795056.0	770779.786796	
236.0	234940.0	311595.481806	
237.0	37997.6	90666.3951225	
238.0	11750.4	18988.7294961	
239.0	8827.8	2862.46265411	
240.0	7792.45	310.583309198	
241.0	7866.8	24.2555294547	
242.0	7718.39	1.36344545066	
243.0	7017.25	0.0551644303302	
244.0	6080.98	0.0016064783255	
245.0	4956.9	3.36732446352e-05	
246.0	4727.95	5.08030074809e-07	
247.0	4823.18	5.51681273526e-09	
248.0	4841.87	4.31202652975e-11	
249.0	4449.4	2.42587806889e-13	
250.0	4143.01	9.82315223563e-16	
251.0	4095.05	2.86303820421e-18	
252.0	3997.52	6.00617212618e-21	
253.0	3903.79	9.06907027707e-24	
254.0	3506.95	9.85648630262e-27	
255.0	3210.6	7.71038102896e-30	
256.0	3249.61	4.34134120559e-33	
257.0	3009.94	1.75940719051e-36	
258.0	3069.84	5.13219521037e-40	
259.0	3065.12	1.07754231473e-43	
260.0	2929.7	1.62839538457e-47	
261.0	2862.65	1.77124955457e-51	
262.0	2929.57	1.38673669444e-55	
263.0	2717.68	7.8145256923e-60	
264.0	2686.6	3.16960834368e-64	
265.0	2720.38	9.2534342141e-69	
266.0	2774.48	1.94444043778e-73	
267.0	2722.55	2.94090305978e-78	
268.0	2647.52	3.201556248e-83	
269.0	2650.39	2.50862603826e-88	
270.0	2574.08	1.41483266277e-93	
271.0	2512.0	5.74339375047e-99	
272.0	2538.99	1.67813334661e-104	
273.0	2439.08	3.52921979035e-110	
274.0	2504.84	5.3422635172e-116	
275.0	2409.09	5.82058009219e-122	
276.0	2418.52	4.56458811166e-128	
277.0	2314.82	2.57650673661e-134	
278.0	2342.16	1.04677979695e-140	
279.0	2336.84	3.06107340461e-147	
280.0	2249.98	6.44297607122e-154	
281.0	2223.41	9.76098521551e-161	
282.0	2211.45	1.06437619719e-167	
283.0	2195.55	8.35393352045e-175	
284.0	2256.35	4.71933968993e-182	
285.0	2261.41	1.91895956578e-189	
286.0	2196.32	5.61622853484e-197	
287.0	2238.6	1.18309081277e-204	
288.0	2224.74	1.79384846904e-212	
289.0	2007.84	1.95770742948e-220	
290.0	2055.84	1.53781532992e-228	
291.0	2107.73	8.69470687338e-237	
292.0	2009.51	3.53834411066e-245	
293.0	2052.52	1.03642898563e-253	
294.0	1994.36	2.18511046173e-262	
295.0	1971.25	3.31590137312e-271	
296.0	2016.44	3.62179758753e-280	
297.0	2012.47	2.84735166155e-289	
298.0	1968.07	1.6112109434e-298	
299.0	1937.98	6.56232991391e-308	
300.0	1884.2	1.75641177008e-317	
301.0	1868.55	0.0	
302.0	1948.67	0.0	
303.0	1883.89	0.0	
304.0	1870.76	0.0	
305.0	1959.55	0.0	
306.0	1918.23	0.0	
307.0	1851.88	0.0	
308.0	1827.66	0.0	
309.0	1797.77	0.0	
310.0	1780.69	0.0	
311.0	1826.59	0.0	
312.0	1856.42	0.0	
313.0	1872.64	0.0	
314.0	1674.62	0.0	
315.0	1766.04	0.0	
316.0	1761.37	0.0	
317.0	1637.81	0.0	
318.0	1693.29	0.0	
319.0	1747.38	0.0	
320.0	1610.78	0.0	
321.0	1751.62	0.0	
322.0	1650.21	0.0	
323.0	1613.12	0.0	
324.0	1624.0	0.0	
325.0	1596.03	0.0	
326.0	1622.86	0.0	
327.0	1718.14	0.0	
328.0	1625.13	0.0	
329.0	1499.41	0.0	
330.0	1587.61	0.0	
331.0	1506.86	0.0	
332.0	1483.28	0.0	
333.0	1617.08	0.0	
334.0	1541.6	0.0	
335.0	1507.49	0.0	
336.0	1548.81	0.0	
337.0	1449.09	0.0	
338.0	1431.35	0.0	
339.0	1514.25	0.0	
340.0	1496.93	0.0	
341.0	1423.72	0.0	
342.0	1485.4	0.0	
343.0	1438.25	0.0	
344.0	1392.56	0.0	
345.0	1427.1	0.0	
346.0	1443.53	0.0	
347.0	1373.11	0.0	
348.0	1426.25	0.0	
349.0	1354.01	0.0	
350.0	1351.4	0.0	
351.0	1359.63	0.0	
352.0	1410.39	0.0	
353.0	1292.68	0.0	
354.0	1328.38	0.0	
355.0	1421.36	0.0	
356.0	1306.05	0.0	
357.0	1226.3	0.0	
358.0	1319.43	0.0	
359.0	1304.36	0.0	
360.0	1216.92	0.0	
361.0	1272.88	0.0	
362.0	1231.54	0.0	
363.0	1186.27	0.0	
364.0	1298.53	0.0	
365.0	1225.18	0.0	
366.0	1155.87	0.0	
367.0	1255.66	0.0	
368.0	1282.39	0.0	
369.0	1155.95	0.0	
370.0	1245.9	0.0	
371.0	1196.42	0.0	
372.0	1191.19	0.0	
373.0	1215.0	0.0	
374.0	1201.75	0.0	
375.0	1117.43	0.0	
376.0	1103.91	0.0	
377.0	1067.01	0.0	
378.0	1096.24	0.0	
379.0	1107.85	0.0	
380.0	1131.68	0.0	
381.0	1153.82	0.0	
382.0	1150.19	0.0	
383.0	1101.4	0.0	
384.0	1073.56	0.0	
385.0	1057.55	0.0	
386.0	1046.98	0.0	
387.0	1091.29	0.0	
388.0	1110.33	0.0	
389.0	991.175	0.0	
390.0	1015.87	0.0	
391.0	1076.24	0.0	
392.0	1075.01	0.0	
393.0	964.237	0.0	
394.0	977.041	0.0	
395.0	999.773	0.0	
396.0	988.938	0.0	
397.0	1010.33	0.0	
398.0	1065.63	0.0	
399.0	1062.78	0.0	
400.0	960.124	0.0	
401.0	1030.1	0.0	
402.0	987.227	0.0	
403.0	945.577	0.0	
404.0	1052.06	0.0	
405.0	944.763	0.0	
406.0	945.567	0.0	
407.0	1076.62	0.0	
408.0	1033.08	0.0	
409.0	810.856	0.0	
410.0	1014.59	0.0	
411.0	961.474	0.0	
412.0	841.711	0.0	
413.0	927.371	0.0	
414.0	924.412	0.0	
415.0	955.175	0.0	
416.0	923.546	0.0	
417.0	979.515	0.0	
418.0	872.763	0.0	
419.0	923.784	0.0	
420.0	785.299	0.0	
421.0	885.32	0.0	
422.0	888.278	0.0	
423.0	853.423	0.0	
424.0	832.814	0.0	
425.0	918.825	0.0	
426.0	894.557	0.0	
427.0	886.216	0.0	
428.0	888.289	0.0	
429.0	902.897	0.0	
430.0	843.804	0.0	
431.0	825.897	0.0	
432.0	754.01	0.0	
433.0	750.227	0.0	
434.0	823.134	0.0	
435.0	842.608	0.0	
436.0	780.907	0.0	
437.0	780.814	0.0	
438.0	884.536	0.0	
439.0	853.557	0.0	
440.0	738.629	0.0	
441.0	800.67	0.0	
442.0	779.649	0.0	
443.0	751.082	0.0	
444.0	849.66	0.0	
445.0	814.237	0.0	
446.0	740.103	0.0	
447.0	811.948	0.0	
448.0	817.526	0.0	
449.0	722.701	0.0	
450.0	829.247	0.0	
451.0	822.454	0.0	
452.0	680.598	0.0	
453.0	826.351	0.0	
454.0	742.392	0.0	
455.0	733.588	0.0	
456.0	745.289	0.0	
457.0	771.773	0.0	
458.0	762.423	0.0	
459.0	848.33	0.0	
460.0	828.155	0.0	
461.0	723.979	0.0	
462.0	703.33	0.0	
463.0	722.969	0.0	
464.0	731.732	0.0	
465.0	793.598	0.0	
466.0	777.577	0.0	
467.0	766.856	0.0	
468.0	710.856	0.0	
469.0	720.196	0.0	
470.0	731.134	0.0	
471.0	733.979	0.0	
472.0	893.588	0.0	
473.0	1287.52	0.0	
474.0	2234.74	0.0	
475.0	2892.48	0.0	
476.0	2599.53	0.0	
477.0	2361.43	0.0	
478.0	1809.61	0.0	
479.0	1019.18	0.0	
480.0	729.33	0.0	
481.0	755.423	0.0	
482.0	734.278	0.0	
483.0	564.887	0.0	
484.0	779.062	0.0	
485.0	764.515	0.0	
486.0	712.268	0.0	
487.0	769.381	0.0	
488.0	599.814	0.0	
489.0	615.887	0.0	
490.0	737.041	0.0	
491.0	739.485	0.0	
492.0	670.186	0.0	
493.0	685.258	0.0	
494.0	696.515	0.0	
495.0	594.588	0.0	
496.0	615.969	0.0	
497.0	610.021	0.0	
498.0	624.423	0.0	
499.0	806.464	0.0	
500.0	675.443	0.0	
501.0	692.041	0.0	
502.0	714.247	0.0	
503.0	623.773	0.0	
504.0	578.113	0.0	
505.0	644.959	0.0	
506.0	625.897	0.0	
507.0	592.845	0.0	
508.0	607.814	0.0	
509.0	629.804	0.0	
510.0	627.082	0.0	
511.0	643.381	0.0	
512.0	636.216	0.0	
513.0	653.082	0.0	
514.0	541.598	0.0	
515.0	671.505	0.0	
516.0	630.454	0.0	
517.0	561.99	0.0	
518.0	684.856	0.0	
519.0	633.0	0.0	
520.0	566.381	0.0	
521.0	623.918	0.0	
522.0	671.979	0.0	
523.0	567.969	0.0	
524.0	680.845	0.0	
525.0	700.804	0.0	
526.0	563.423	0.0	
527.0	663.206	0.0	
528.0	637.371	0.0	
529.0	589.443	0.0	
530.0	663.423	0.0	
531.0	674.99	0.0	
532.0	570.392	0.0	
533.0	637.165	0.0	
534.0	614.907	0.0	
535.0	574.856	0.0	
536.0	679.196	0.0	
537.0	589.433	0.0	
538.0	629.103	0.0	
539.0	613.979	0.0	
540.0	539.227	0.0	
541.0	586.505	0.0	
542.0	643.649	0.0	
543.0	607.082	0.0	
544.0	604.237	0.0	
545.0	624.835	0.0	
546.0	598.763	0.0	
547.0	642.165	0.0	
548.0	502.526	0.0	
549.0	568.361	0.0	
550.0	576.072	0.0	
551.0	586.485	0.0	
552.0	565.464	0.0	
553.0	526.938	0.0	
554.0	568.0	0.0	
555.0	566.371	0.0	
556.0	570.103	0.0	
557.0	509.928	0.0	
558.0	497.361	0.0	
559.0	500.505	0.0	
560.0	526.773	0.0	
561.0	651.01	0.0	
562.0	633.825	0.0	
563.0	499.876	0.0	
564.0	595.155	0.0	
565.0	562.66	0.0	
566.0	524.124	0.0	
567.0	585.948	0.0	
568.0	573.536	0.0	
569.0	514.928	0.0	
570.0	656.979	0.0	
571.0	672.392	0.0	
572.0	491.567	0.0	
573.0	666.412	0.0	
574.0	592.588	0.0	
575.0	544.546	0.0	
576.0	560.608	0.0	
577.0	579.773	0.0	
578.0	606.845	0.0	
579.0	529.175	0.0	
580.0	544.227	0.0	
581.0	488.68	0.0	
582.0	599.753	0.0	
583.0	509.948	0.0	
584.0	509.155	0.0	
585.0	622.454	0.0	
586.0	584.804	0.0	
587.0	491.32	0.0	
588.0	511.979	0.0	
589.0	498.928	0.0	
590.0	499.485	0.0	
591.0	569.732	0.0	
592.0	541.392	0.0	
593.0	526.227	0.0	
594.0	519.082	0.0	
595.0	544.495	0.0	
596.0	575.835	0.0	
597.0	527.928	0.0	
598.0	595.505	0.0	
599.0	508.649	0.0	
600.0	441.567	0.0	
601.0	562.794	0.0	
602.0	567.608	0.0	
603.0	467.691	0.0	
604.0	670.433	0.0	
605.0	545.309	0.0	
606.0	466.34	0.0	
607.0	530.804	0.0	
608.0	514.371	0.0	
609.0	430.99	0.0	
610.0	616.979	0.0	
611.0	502.454	0.0	
612.0	483.515	0.0	
613.0	577.113	0.0	
614.0	496.268	0.0	
615.0	468.722	0.0	
616.0	587.186	0.0	
617.0	530.495	0.0	
618.0	478.536	0.0	
619.0	549.196	0.0	
620.0	472.289	0.0	
621.0	503.639	0.0	
622.0	562.876	0.0	
623.0	523.784	0.0	
624.0	506.258	0.0	
625.0	587.082	0.0	
626.0	527.216	0.0	
627.0	557.381	0.0	
628.0	519.381	0.0	
629.0	479.268	0.0	
630.0	467.619	0.0	
631.0	573.062	0.0	
632.0	576.598	0.0	
633.0	503.515	0.0	
634.0	422.959	0.0	
635.0	532.464	0.0	
636.0	448.557	0.0	
637.0	473.247	0.0	
638.0	486.072	0.0	
639.0	523.629	0.0	
640.0	394.021	0.0	
641.0	594.062	0.0	
642.0	462.351	2.65716276974e-315	
643.0	525.835	2.45506997996e-306	
644.0	558.423	1.69613799969e-297	
645.0	531.351	8.74711412673e-289	
646.0	449.825	3.36724489076e-280	
647.0	540.835	9.67588978988e-272	
648.0	511.186	2.07545549095e-263	
649.0	509.454	3.32309101421e-255	
650.0	613.804	3.97170833898e-247	
651.0	514.969	3.54338842478e-239	
652.0	538.464	2.35975261627e-231	
653.0	624.361	1.17306071594e-223	
654.0	489.072	4.35292121506e-216	
655.0	453.505	1.2057226605e-208	
656.0	689.0	2.49298887409e-201	
657.0	593.505	3.84768542457e-194	
658.0	461.536	4.43287083288e-187	
659.0	504.371	3.81221070165e-180	
660.0	502.66	2.44723128686e-173	
661.0	489.948	1.17267978077e-166	
662.0	545.247	4.19459619702e-160	
663.0	555.33	1.11997204113e-153	
664.0	544.959	2.23218663869e-147	
665.0	515.979	3.3209331094e-141	
666.0	627.856	3.68804365131e-135	
667.0	556.371	3.0573015608e-129	
668.0	601.258	1.89185045651e-123	
669.0	598.918	8.73859538244e-118	
670.0	502.825	3.01302516219e-112	
671.0	494.361	7.75479259406e-107	
672.0	611.711	1.48985470208e-101	
673.0	602.237	2.13660355067e-96	
674.0	529.072	2.2872323048e-91	
675.0	519.876	1.82769156564e-86	
676.0	565.753	1.0901891106e-81	
677.0	597.093	4.85408159722e-77	
678.0	548.031	1.61331289886e-72	
679.0	604.0	4.00254700086e-68	
680.0	539.34	7.41242949467e-64	
681.0	607.093	1.02468649237e-59	
682.0	688.33	1.05737185892e-55	
683.0	616.608	8.14461922549e-52	
684.0	784.196	4.68295649498e-48	
685.0	639.99	2.00990607083e-44	
686.0	676.845	6.439285805e-41	
687.0	852.454	1.53994759464e-37	
688.0	712.722	2.74903635212e-34	
689.0	672.979	3.66320585436e-31	
690.0	916.938	3.64374911913e-28	
691.0	937.918	2.70546494051e-25	
692.0	1071.73	1.49948337282e-22	
693.0	1252.14	6.20365587853e-20	
694.0	1377.27	1.91584356535e-17	
695.0	1457.78	4.41650463891e-15	
696.0	1716.25	7.59982580461e-13	
697.0	1766.95	9.76191194068e-11	
698.0	1829.25	9.3599264094e-09	
699.0	2037.44	6.69909726548e-07	
700.0	2267.85	3.57903902149e-05	
701.0	2706.43	0.00142732503788	
702.0	3247.14	0.042489892827	
703.0	3708.94	0.944179763253	
704.0	4031.62	15.6613804933	
705.0	4550.02	193.915129503	
706.0	5521.93	1792.25437451	
707.0	7328.47	12364.9938389	
708.0	11088.8	63678.7398186	
709.0	30070.9	244794.30895	
710.0	312084.0	702448.475731	
711.0	1544730.0	1504644.60631	
712.0	2874130.0	2405800.94762	
713.0	2706640.0	2871387.14216	
714.0	2292000.0	2558174.18316	
715.0	1736780.0	1701275.99033	
716.0	1071640.0	844550.716887	
717.0	449653.0	312955.794859	
718.0	110269.0	86565.8426769	
719.0	22711.4	17873.7807043	
720.0	9303.09	2754.8159584	
721.0	7497.48	316.938542074	
722.0	6077.7	27.2184770937	
723.0	5021.49	1.74485318054	
724.0	4894.09	0.0834949592989	
725.0	4890.62	0.00298241397714	
726.0	4987.71	7.95210114654e-05	
727.0	4690.52	1.58271298551e-06	
728.0	3974.91	2.35141203399e-08	
729.0	2952.34	2.60772390468e-10	
730.0	2737.31	2.15874219584e-12	
731.0	2724.31	1.33397058655e-14	
732.0	2598.34	6.15315744168e-17	
733.0	2454.43	2.11863480312e-19	
734.0	2158.74	5.44528327533e-22	
735.0	2028.77	1.04469893927e-24	
736.0	2149.65	1.49612586345e-27	
737.0	2082.53	1.59937906948e-30	
738.0	1758.43	1.27626537387e-33	
739.0	1334.35	7.60215754843e-37	
740.0	1127.64	3.38017391244e-40	
741.0	1077.29	1.12188289428e-43	
742.0	1182.35	2.77947202705e-47	
743.0	1171.96	5.14023991537e-51	
744.0	1102.35	7.09595369087e-55	
745.0	981.474	7.31213929725e-59	
746.0	939.103	5.62450672683e-63	
747.0	860.33	3.22946606689e-67	
748.0	803.814	1.38415049212e-71	
749.0	759.948	4.42835264608e-76	
750.0	764.423	1.05756576937e-80	
751.0	749.34	1.88529308016e-85	
752.0	733.825	2.50874582246e-90	
753.0	693.443	2.49195819243e-95	
754.0	648.206	1.84769865307e-100	
755.0	754.649	1.02265190876e-105	
756.0	622.031	4.22504000176e-111	
757.0	613.052	1.30298710481e-116	
758.0	613.433	2.99954727413e-122	
759.0	632.722	5.15439390809e-128	
760.0	564.258	6.61158826039e-134	
761.0	586.948	6.33053326791e-140	
762.0	641.979	4.52460938211e-146	
763.0	518.289	2.41394954657e-152	
764.0	621.557	9.61350123779e-159	
765.0	569.01	2.85786220586e-165	
766.0	472.351	6.34172323105e-172	
767.0	568.412	1.05046015643e-178	
768.0	583.732	1.29884756708e-185	
769.0	554.124	1.1987899316e-192	
770.0	599.093	8.25912975243e-200	
771.0	544.485	4.24748439561e-207	
772.0	481.082	1.630555538e-214	
773.0	643.505	4.67246116371e-222	
774.0	631.722	9.99452377869e-230	
775.0	557.0	1.59582333619e-237	
776.0	580.835	1.90201447766e-245	
777.0	609.381	1.69219000624e-253	
778.0	475.278	1.12380441544e-261	
779.0	505.649	5.5710703559e-270	
780.0	492.062	2.06154516001e-278	
781.0	543.052	6.334232766e-283	
782.0	532.649	2.2262260905e-274	
783.0	549.124	5.81583818741e-266	
784.0	455.361	1.12923443558e-257	
785.0	562.433	1.62961368815e-249	
786.0	541.979	1.74788947214e-241	
787.0	556.515	1.39338785612e-233	
788.0	504.814	8.2557936202e-226	
789.0	425.928	3.63558570011e-218	
790.0	472.206	1.18992255662e-210	
791.0	537.01	2.89462134308e-203	
792.0	551.546	5.23351622313e-196	
793.0	525.268	7.03273319347e-189	
794.0	501.454	7.02398313856e-182	
795.0	574.691	5.21400605513e-175	
796.0	525.33	2.8766588046e-168	
797.0	490.103	1.17959773217e-161	
798.0	551.918	3.59507749023e-155	
799.0	454.186	8.1435043888e-149	
800.0	516.464	1.37101802864e-142	
801.0	544.433	1.71555145579e-136	
802.0	498.371	1.59548631589e-130	
803.0	350.124	1.10283660016e-124	
804.0	643.443	5.66575785785e-119	
805.0	524.763	2.16338393742e-113	
806.0	483.072	6.13956983939e-108	
807.0	598.845	1.29500378892e-102	
808.0	507.206	2.03017224544e-97	
809.0	458.649	2.36550290319e-92	
810.0	571.835	2.04853239697e-87	
811.0	516.845	1.318532806e-82	
812.0	454.423	6.30765302004e-78	
813.0	503.196	2.24271146034e-73	
814.0	556.515	5.9266292708e-69	
815.0	518.052	1.16404795693e-64	
816.0	585.701	1.69927135418e-60	
817.0	452.876	1.8436706906e-56	
818.0	521.299	1.4867321022e-52	
819.0	570.794	8.91067981213e-49	
820.0	409.907	3.96933460014e-45	
821.0	457.608	1.31417539979e-41	
822.0	513.773	3.23383389557e-38	
823.0	519.928	5.91440194905e-35	
824.0	460.381	8.03956805449e-32	
825.0	494.289	8.12238081531e-29	
826.0	546.175	6.09905754499e-26	
827.0	553.227	3.40385355141e-23	
828.0	529.825	1.41191240587e-20	
829.0	568.794	4.35284691603e-18	
830.0	571.052	9.97396375162e-16	
831.0	599.299	1.69859925484e-13	
832.0	575.619	2.15002160947e-11	
