97.0582532833	404.656494141	404.561313232	
110.544017032	407.783691406	407.868728775	
232.745632807	435.833496094	437.559905113	
713.105001586	546.075012207	549.400894564	
847.813582853	576.960998535	579.370352187	
857.026491852	579.067016602	581.397690144	
475.640323151	500.0	495.083257177	
919.797081173	600.0	595.134567808	
