0.0	382.365294799	
1.0	382.595117015	
2.0	382.824938528	
3.0	383.054759338	
4.0	383.284579444	
5.0	383.514398847	
6.0	383.744217547	
7.0	383.974035543	
8.0	384.203852835	
9.0	384.433669424	
10.0	384.66348531	
11.0	384.893300492	
12.0	385.123114971	
13.0	385.352928747	
14.0	385.582741819	
15.0	385.812554188	
16.0	386.042365853	
17.0	386.272176815	
18.0	386.501987074	
19.0	386.731796629	
20.0	386.96160548	
21.0	387.191413629	
22.0	387.421221074	
23.0	387.651027815	
24.0	387.880833853	
25.0	388.110639188	
26.0	388.340443819	
27.0	388.570247747	
28.0	388.800050971	
29.0	389.029853492	
30.0	389.25965531	
31.0	389.489456424	
32.0	389.719256835	
33.0	389.949056542	
34.0	390.178855546	
35.0	390.408653847	
36.0	390.638451444	
37.0	390.868248338	
38.0	391.098044528	
39.0	391.327840015	
40.0	391.557634799	
41.0	391.787428879	
42.0	392.017222255	
43.0	392.247014929	
44.0	392.476806899	
45.0	392.706598165	
46.0	392.936388728	
47.0	393.166178588	
48.0	393.395967744	
49.0	393.625756197	
50.0	393.855543947	
51.0	394.085330993	
52.0	394.315117335	
53.0	394.544902975	
54.0	394.77468791	
55.0	395.004472143	
56.0	395.234255672	
57.0	395.464038497	
58.0	395.69382062	
59.0	395.923602038	
60.0	396.153382754	
61.0	396.383162766	
62.0	396.612942074	
63.0	396.842720679	
64.0	397.072498581	
65.0	397.30227578	
66.0	397.532052274	
67.0	397.761828066	
68.0	397.991603154	
69.0	398.221377539	
70.0	398.45115122	
71.0	398.680924198	
72.0	398.910696473	
73.0	399.140468044	
74.0	399.370238911	
75.0	399.600009076	
76.0	399.829778536	
77.0	400.059547294	
78.0	400.289315348	
79.0	400.519082699	
80.0	400.748849346	
81.0	400.97861529	
82.0	401.20838053	
83.0	401.438145067	
84.0	401.667908901	
85.0	401.897672031	
86.0	402.127434458	
87.0	402.357196181	
88.0	402.586957201	
89.0	402.816717517	
90.0	403.046477131	
91.0	403.27623604	
92.0	403.505994247	
93.0	403.73575175	
94.0	403.965508549	
95.0	404.195264645	
96.0	404.425020038	
97.0	404.654774727	
98.0	404.884528713	
99.0	405.114281996	
100.0	405.344034575	
101.0	405.57378645	
102.0	405.803537623	
103.0	406.033288091	
104.0	406.263037857	
105.0	406.492786919	
106.0	406.722535278	
107.0	406.952282933	
108.0	407.182029885	
109.0	407.411776133	
110.0	407.641521678	
111.0	407.87126652	
112.0	408.101010658	
113.0	408.330754092	
114.0	408.560496824	
115.0	408.790238852	
116.0	409.019980176	
117.0	409.249720797	
118.0	409.479460715	
119.0	409.709199929	
120.0	409.93893844	
121.0	410.168676248	
122.0	410.398413352	
123.0	410.628149753	
124.0	410.85788545	
125.0	411.087620444	
126.0	411.317354734	
127.0	411.547088321	
128.0	411.776821205	
129.0	412.006553385	
130.0	412.236284862	
131.0	412.466015636	
132.0	412.695745706	
133.0	412.925475072	
134.0	413.155203735	
135.0	413.384931695	
136.0	413.614658952	
137.0	413.844385505	
138.0	414.074111354	
139.0	414.3038365	
140.0	414.533560943	
141.0	414.763284682	
142.0	414.993007718	
143.0	415.222730051	
144.0	415.45245168	
145.0	415.682172606	
146.0	415.911892828	
147.0	416.141612347	
148.0	416.371331162	
149.0	416.601049275	
150.0	416.830766683	
151.0	417.060483388	
152.0	417.29019939	
153.0	417.519914689	
154.0	417.749629284	
155.0	417.979343175	
156.0	418.209056364	
157.0	418.438768849	
158.0	418.66848063	
159.0	418.898191708	
160.0	419.127902083	
161.0	419.357611754	
162.0	419.587320722	
163.0	419.817028986	
164.0	420.046736547	
165.0	420.276443404	
166.0	420.506149559	
167.0	420.735855009	
168.0	420.965559757	
169.0	421.195263801	
170.0	421.424967141	
171.0	421.654669778	
172.0	421.884371712	
173.0	422.114072942	
174.0	422.343773469	
175.0	422.573473293	
176.0	422.803172413	
177.0	423.032870829	
178.0	423.262568543	
179.0	423.492265553	
180.0	423.721961859	
181.0	423.951657462	
182.0	424.181352362	
183.0	424.411046558	
184.0	424.640740051	
185.0	424.87043284	
186.0	425.100124926	
