#SUAP-PRFv1
#TYPE:X
#DATA
422	68281
423	68238
424	68220
425	68305
426	68277
427	68267
428	68266
429	68278
430	68230
431	68207
432	68141
433	68134
434	68203
435	68224
436	68176
437	68162
438	68262
439	68241
440	68125
441	68184
442	68168
443	68137
444	68246
445	68225
446	68130
447	68207
448	68210
449	68127
450	68206
451	68208
452	68064
453	68205
454	68132
455	68119
456	68132
457	68162
458	68144
459	68231
460	68216
461	68110
462	68086
463	68101
464	68116
465	68176
466	68164
467	68150
468	68099
469	68101
470	68115
471	68111
472	68281
473	68668
474	69621
475	70278
476	69999
477	69769
478	69201
479	68406
480	68121
481	68173
482	68118
483	67941
484	68172
485	68154
486	68092
487	68145
488	67987
489	67993
490	68120
491	68120
492	68055
493	68059
494	68080
495	67980
496	67999
497	67986
498	68010
499	68184
500	68066
501	68084
502	68103
503	68010
504	67966
505	68031
506	68024
507	67991
508	68000
509	68035
510	68019
511	68027
512	68034
513	68072
514	67927
515	68052
516	68018
517	67945
518	68070
519	68016
520	67948
521	68008
522	68060
523	67948
524	68072
525	68087
526	67940
527	68048
528	68026
529	67968
530	68050
531	68060
532	67950
533	68015
534	68002
535	67954
536	68065
537	67970
538	68017
539	68002
540	67927
541	67992
542	68030
543	67998
544	67997
545	68037
546	67979
547	68025
548	67884
549	67941
550	67957
551	67972
552	67953
553	67905
554	67947
555	67946
556	67953
557	67891
558	67882
559	67880
560	67908
561	68029
562	68015
563	67875
564	67980
565	67940
566	67898
567	67961
568	67952
569	67895
570	68049
571	68061
572	67878
573	68065
574	67981
575	67940
576	67947
577	67986
578	67990
579	67911
580	67923
581	67867
582	67985
583	67892
584	67891
585	68002
586	67971
587	67877
588	67905
589	67885
590	67889
591	67964
592	67930
593	67915
594	67902
595	67928
596	67956
597	67905
598	67985
599	67891
600	67830
601	67953
602	67953
603	67856
604	68059
605	67956
606	67856
607	67922
608	67906
609	67848
610	67999
611	67889
612	67872
613	67958
614	67882
615	67848
616	67967
617	67913
618	67864
619	67930
620	67860
621	67888
622	67951
623	67903
624	67891
625	67972
626	67910
627	67940
628	67899
629	67854
630	67850
631	67951
632	67955
633	67888
634	67810
635	67916
636	67844
637	67877
638	67873
639	67914
640	67787
641	68004
642	67852
643	67904
644	67938
645	67907
646	67832
647	67917
648	67894
649	67894
650	67990
651	67904
652	67914
653	68005
654	67873
655	67831
656	68063
657	67965
658	67848
659	67881
660	67885
661	67870
662	67922
663	67934
664	67932
665	67901
666	68012
667	67962
668	67995
669	68003
670	67887
671	67889
672	67998
673	68014
674	67907
675	67906
676	67949
677	67974
678	67935
679	67986
680	67923
681	67989
682	68085
683	67999
684	68169
685	68031
686	68061
687	68243
688	68102
689	68054
690	68304
691	68320
692	68451
693	68634
694	68760
695	68837
696	69091
697	69149
698	69229
699	69429
700	69662
701	70110
702	70634
703	71099
704	71422
705	71957
706	72907
707	74709
708	78465
709	97445
710	379469
711	1.61212e+006
712	2.94151e+006
713	2.77403e+006
714	2.35938e+006
715	1.80415e+006
716	1.13902e+006
717	517030
718	177657
719	90092
720	76691
721	74884
722	73464
723	72406
724	72281
725	72275
726	72373
727	72080
728	71362
729	70330
730	70127
731	70114
732	69991
733	69864
734	69543
735	69413
736	69538
737	69496
738	69142
739	68713
740	68514
741	68460
742	68569
743	68559
744	68491
745	68367
746	68323
747	68251
748	68191
749	68147
750	68154
751	68127
752	68120
753	68082
754	68035
755	68141
756	68012
757	68001
758	67999
759	68017
760	67956
761	67977
762	68033
763	67906
764	68017
765	67981
766	67871
767	67962
768	67987
769	67966
770	67981
771	67927
772	67873
773	68021
774	68012
775	67938
776	67959
777	67997
778	67867
779	67889
780	67876
781	67931
782	67920
783	67934
784	67841
785	67948
786	67923
787	67935
788	67885
789	67804
790	67860
791	67921
792	67931
793	67911
794	67888
795	67961
796	67917
797	67896
798	67936
799	67842
800	67910
801	67960
802	67879
803	67730
804	68019
805	67908
806	67864
807	67977
808	67891
809	67838
810	67949
811	67894
812	67841
813	67878
814	67940
815	67901
816	67963
817	67833
818	67905
819	67949
820	67797
821	67840
822	67889
823	67903
824	67850
825	67879
826	67931
827	67943
828	67919
829	67975
830	67958
831	67983
832	67967
833	68009
834	68010
835	67993
836	68026
837	68036
838	68041
839	68116
840	68114
841	68298
842	68425
843	68816
844	71719
845	115996
846	257433
847	368628
848	309229
849	270419
850	219050
851	166074
852	109405
853	79696
854	104001
855	245169
856	383892
857	345090
858	294073
859	243288
860	185569
861	124524
862	82367
863	71669
864	70046
865	69601
866	69360
867	69018
868	68947
869	68872
870	68821
871	68829
872	68749
873	68632
874	68369
875	68404
876	68231
877	68136
878	68304
879	68275
880	68192
881	68221
882	68109
883	68132
884	68096
885	68033
886	68055
887	68037
888	67997
889	67979
890	68075
891	68073
892	67892
893	68038
894	68051
895	67851
896	68044
897	67984
898	67941
899	67930
900	67892
901	67899
902	67887
903	67990
904	67907
905	67901
906	67945
907	67888
908	67925
909	67833
910	67866
911	67919
912	67868
913	67863
914	67776
915	67942
916	67941
917	68361
918	70119
919	71381
920	71293
921	70316
922	69261
923	68751
924	68336
925	67947
926	67866
927	67903
928	67940
929	67828
930	67920
931	67805
932	67778
933	67866
934	67893
935	67800
936	67905
937	67849
938	67800
939	67900
940	67852
941	67810
942	67840
943	67815
944	67877
945	67834
946	67856
947	67874
948	67763
949	67798
950	67855
951	67768
952	67878
953	67853
954	67780
955	67767
956	67876
957	67788
958	67905
959	67794
960	67797
961	67837
962	67797
963	67720
964	67922
965	68046
966	68241
967	68451
968	68292
969	68071
970	68078
971	67914
972	67808
973	67968
974	67822
975	67800
976	67836
977	67849
978	67911
979	67973
980	67825
981	67936
982	67890
983	67925
984	67869
985	67834
986	67846
987	67833
988	67810
989	67835
990	67783
991	67845
992	67807
993	67836
994	67914
995	67870
996	67834
997	67771
998	67829
999	67840
1000	67862
1001	67992
1002	67910
1003	67868
1004	67924
1005	67914
1006	67805
1007	67876
1008	67823
1009	67739
1010	67856
1011	67776
1012	67689
1013	67886
1014	67759
1015	67732
1016	67836
1017	67787
1018	67746
1019	67866
1020	67771
1021	67707
1022	67858
1023	67772
